"ID","sex","native","blind","hours","job","income","education"
9415,"female","native",NA,NA,NA,83371,"grade-school"
9416,"female","foreign","no",NA,NA,58468,"grade-school"
9417,"male","native",NA,NA,NA,139383,"high-school"
9418,"female","native","no",30,"public",90241,"bachelor"
9419,"female","native","no",30,"private",932194,"high-school"
9420,"male","native",NA,NA,NA,81269,"grade-school"
9421,"male","native","no",NA,"private",49602,"high-school"
9422,"male","native",NA,NA,NA,11572,"grade-school"
9423,"female","native","no",40,"private",33387,"high-school"
9424,"male","native","no",NA,NA,4550,"high-school"
9425,"male","native","no",NA,"private",37394,"high-school"
9426,"female","native","no",40,"private",62379,"master"
9427,"female","native","no",NA,"private",393860,"high-school"
9428,"female","foreign","no",NA,NA,90474,"grade-school"
9429,"female","native","no",40,"private",52166,"high-school"
9430,"male","native","no",48,"private",84960,"high-school"
9431,"female","native","no",NA,NA,5439,"high-school"
9432,"male","native","no",40,"private",81424,"bachelor"
9433,"female","native","no",20,"public",49454,"high-school"
9434,"male","native","no",NA,NA,21923,"grade-school"
9435,"female","native","no",NA,NA,20286,"bachelor"
9436,"female","native","no",50,"private",98614,"bachelor"
9437,"female","native","no",65,"private",137215,"bachelor"
9438,"female","native","no",40,"public",141761,"high-school"
9439,"female","native",NA,NA,NA,370966,"grade-school"
9440,"female","native","no",NA,NA,11044,"high-school"
9441,"male","native",NA,NA,NA,31372,"grade-school"
9442,"female","foreign","no",NA,NA,24339,"grade-school"
9443,"male","native","no",NA,"private",19593,"grade-school"
9444,"female","native","no",40,"private",125848,"master"
9445,"male","native",NA,NA,NA,20874,"grade-school"
9446,"female","native","no",40,"private",72904,"bachelor"
9447,"male","native","no",30,"private",63043,"bachelor"
9448,"female","native","no",40,"charity",96178,"master"
9449,"male","native","no",40,"private",8995,"high-school"
9450,"female","native","no",NA,NA,124620,"high-school"
9451,"male","native","no",NA,NA,58845,"high-school"
9452,"female","native","no",NA,NA,152733,"high-school"
9453,"male","native","no",NA,"private",80249,"high-school"
9454,"male","native","no",NA,NA,49220,"high-school"
9455,"male","native",NA,NA,NA,76047,"grade-school"
9456,"male","native","no",40,"private",71957,"bachelor"
9457,"female","native","no",NA,NA,922,"master"
9458,"female","native","no",10,"private",52895,"master"
9459,"female","native","no",25,"private",39110,"high-school"
9460,"female","native","no",NA,NA,517134,"master"
9461,"male","native",NA,NA,NA,18274,"grade-school"
9462,"female","native",NA,NA,NA,89428,"grade-school"
9463,"male","native","no",12,"charity",72541,"high-school"
9464,"male","native","no",70,"private",60766,"high-school"
9465,"male","native","no",NA,NA,11130,"high-school"
9466,"male","native",NA,NA,NA,89205,"grade-school"
9467,"female","native","no",NA,NA,61809,"grade-school"
9468,"female","native","no",40,"charity",83332,"master"
9469,"male","native","no",NA,NA,24569,"high-school"
9470,"male","native","no",20,"private",121141,"grade-school"
9471,"female","native","no",32,"public",68826,"high-school"
9472,"female","native","no",NA,NA,12396,"high-school"
9473,"male","native","yes",NA,NA,113789,"high-school"
9474,"male","native","no",NA,NA,9584,"grade-school"
9475,"male","native","no",60,"private",143160,"high-school"
9476,"female","native","no",60,"private",138650,"master"
9477,"female","native","no",30,"private",54717,"high-school"
9478,"female","foreign","no",NA,NA,24761,"grade-school"
9479,"female","native","no",NA,NA,3642,"grade-school"
9480,"female","native","no",20,"private",72903,"high-school"
9481,"male","native",NA,NA,NA,58360,"grade-school"
9482,"female","native",NA,NA,NA,50380,"grade-school"
9483,"male","native","no",50,"private",37770,"high-school"
9484,"female","native","no",50,"public",53082,"master"
9485,"female","native","no",40,"private",20255,"high-school"
9486,"male","native","no",40,"public",72215,"high-school"
9487,"male","native","no",NA,NA,35010,"high-school"
9488,"male","native","no",NA,NA,17,"grade-school"
9489,"male","native","no",40,"private",51764,"high-school"
9490,"female","native",NA,NA,NA,500798,"grade-school"
9491,"male","native",NA,NA,NA,251694,"grade-school"
9492,"female","native","no",NA,NA,6982,"bachelor"
9493,"female","native",NA,NA,NA,80712,"grade-school"
9494,"female","native",NA,NA,NA,18383,"grade-school"
9495,"female","native","no",40,"private",91410,"bachelor"
9496,"female","native","no",25,"private",19827,"grade-school"
9497,"male","native",NA,NA,NA,11113,"grade-school"
9498,"female","native","no",NA,NA,34070,"high-school"
9499,"female","native","no",NA,NA,88491,"master"
9500,"female","native","no",NA,NA,31541,"bachelor"
9501,"male","foreign","no",38,"private",58748,"bachelor"
9502,"female","native",NA,NA,NA,102521,"grade-school"
9503,"female","native","no",NA,NA,5854,"high-school"
9504,"male","native","no",NA,NA,1399,"grade-school"
9505,"female","native","no",40,"public",22098,"high-school"
9506,"male","native","no",40,"private",117285,"high-school"
9507,"female","native","no",NA,NA,115870,"high-school"
9508,"male","native","no",40,"private",33424,"high-school"
9509,"male","native",NA,NA,NA,109105,"grade-school"
9510,"female","native","no",NA,NA,18884,"high-school"
9511,"female","native","no",8,"private",85595,"bachelor"
9512,"female","native","no",NA,NA,25262,"master"
9513,"male","native","no",NA,"private",26486,"high-school"
9514,"male","native","no",50,"private",273007,"high-school"
9515,"female","foreign","no",NA,NA,82690,"grade-school"
9516,"female","native","no",NA,NA,35637,"high-school"
9517,"female","native","no",NA,NA,133449,"high-school"
9518,"male","native","no",NA,NA,16804,"high-school"
9519,"male","native","no",NA,NA,68422,"grade-school"
9520,"female","native","no",NA,NA,48643,"high-school"
9521,"male","native",NA,NA,NA,36779,"grade-school"
9522,"male","native","no",55,"private",24259,"high-school"
9523,"male","native",NA,NA,NA,188690,"grade-school"
9524,"female","native","no",20,"private",7756,"bachelor"
9525,"male","native",NA,NA,NA,9718,"grade-school"
9526,"female","native",NA,NA,NA,39993,"grade-school"
9527,"female","native","no",40,"private",35253,"high-school"
9528,"female","native","no",30,"charity",30976,"high-school"
9529,"female","native","no",NA,"private",83002,"high-school"
9530,"female","foreign","no",40,"private",82798,"master"
9531,"female","native","no",11,"private",444926,"bachelor"
9532,"female","native","no",30,"private",16147,"high-school"
9533,"male","native",NA,NA,NA,61553,"grade-school"
9534,"female","native","no",NA,NA,62705,"grade-school"
9535,"female","native","no",NA,NA,72683,"high-school"
9536,"female","native","no",3,"private",120373,"high-school"
9537,"female","native",NA,NA,NA,56471,"grade-school"
9538,"male","native","no",40,"private",38904,"high-school"
9539,"male","native","no",NA,NA,35788,"high-school"
9540,"female","native","no",NA,NA,44525,"high-school"
9541,"female","native",NA,NA,NA,54105,"grade-school"
9542,"female","foreign","no",40,"private",65766,"high-school"
9543,"female","native",NA,NA,NA,402043,"grade-school"
9544,"male","native","no",43,"private",228792,"bachelor"
9545,"male","native","no",40,"private",32729,"bachelor"
9546,"male","native","no",NA,NA,33630,"bachelor"
9547,"female","native","no",NA,NA,26375,"grade-school"
9548,"female","native","no",NA,NA,27058,"grade-school"
9549,"male","native","no",40,"private",140334,"high-school"
9550,"female","native",NA,NA,NA,32742,"grade-school"
9551,"female","foreign","yes",NA,NA,3728,"bachelor"
9552,"female","native",NA,NA,NA,20929,"grade-school"
9553,"male","native","no",NA,NA,6460,"grade-school"
9554,"male","native",NA,NA,NA,98821,"grade-school"
9555,"female","native","no",40,"public",468362,"high-school"
9556,"male","native","no",NA,NA,52267,"master"
9557,"male","native","no",40,"private",45805,"high-school"
9558,"male","native","no",NA,NA,92125,"master"
9559,"female","foreign","no",35,"private",9279,"bachelor"
9560,"female","native","no",40,"public",140717,"high-school"
9561,"male","native","no",NA,NA,146024,"grade-school"
9562,"female","foreign","no",15,"public",29958,"high-school"
9563,"female","native","no",35,"private",53647,"bachelor"
9564,"female","native",NA,NA,NA,237294,"grade-school"
9565,"female","native","no",40,"private",69066,"high-school"
9566,"female","native","no",NA,NA,63613,"bachelor"
9567,"male","native",NA,NA,NA,35346,"grade-school"
9568,"female","native","no",40,"public",73561,"high-school"
9569,"male","native","no",40,"private",80639,"high-school"
9570,"male","native","no",NA,"public",115255,"high-school"
9571,"female","native","no",16,"charity",117239,"master"
9572,"male","native","no",50,"private",55274,"high-school"
9573,"female","native","no",40,"private",54656,"high-school"
9574,"female","foreign","no",40,"private",493603,"master"
9575,"male","native","no",30,"private",64889,"high-school"
9576,"female","native",NA,NA,NA,52969,"grade-school"
9577,"female","native","no",16,"private",87924,"high-school"
9578,"male","native","no",50,"private",34738,"bachelor"
9579,"female","native","no",40,"public",119797,"high-school"
9580,"male","native",NA,NA,NA,68422,"grade-school"
9581,"male","native","no",20,"private",78662,"bachelor"
9582,"female","native","no",NA,NA,33315,"high-school"
9583,"female","native","no",NA,NA,139854,"bachelor"
9584,"female","native","no",38,"private",73705,"high-school"
9585,"female","native","no",NA,NA,89359,"high-school"
9586,"male","native","no",60,"private",143421,"bachelor"
9587,"female","native",NA,NA,NA,20266,"grade-school"
9588,"male","native","no",40,"public",118930,"bachelor"
9589,"female","native",NA,NA,NA,140908,"grade-school"
9590,"male","native","no",NA,NA,19668,"high-school"
9591,"male","native","no",NA,NA,69733,"high-school"
9592,"female","foreign","no",NA,NA,105464,"bachelor"
9593,"male","native","no",40,"private",61431,"high-school"
9594,"female","native","no",NA,NA,21931,"bachelor"
9595,"female","native",NA,NA,NA,36103,"grade-school"
9596,"female","native","no",40,"private",80396,"master"
9597,"female","foreign","no",35,"public",72326,"high-school"
9598,"female","native","no",20,"private",31342,"high-school"
9599,"female","native","no",NA,NA,63645,"bachelor"
9600,"male","native","no",NA,"private",51667,"grade-school"
9601,"female","foreign","no",NA,NA,0,"grade-school"
9602,"female","native","no",NA,NA,33028,"high-school"
9603,"female","native","yes",NA,NA,29306,"high-school"
9604,"female","foreign","no",NA,NA,36473,"high-school"
9605,"male","native","no",50,"private",97386,"bachelor"
9606,"male","native","no",60,"private",733896,"bachelor"
9607,"male","native","no",60,"private",61779,"bachelor"
9608,"female","native","no",35,"public",74196,"master"
9609,"male","native","no",NA,NA,30947,"high-school"
9610,"male","foreign","no",NA,NA,47289,"high-school"
9611,"female","native","no",40,"private",131084,"high-school"
9612,"female","native","no",NA,NA,13077,"grade-school"
9613,"female","native",NA,NA,NA,27080,"grade-school"
9614,"male","native",NA,NA,NA,5306,"grade-school"
9615,"male","native","no",60,"private",818948,"bachelor"
9616,"female","native","no",50,"private",1070353,"master"
9617,"male","native","no",NA,NA,1520,"high-school"
9618,"male","native","no",NA,NA,74480,"grade-school"
9619,"female","native","no",NA,NA,64017,"bachelor"
9620,"male","native","no",NA,NA,39841,"grade-school"
9621,"female","native","no",NA,NA,138212,"grade-school"
9622,"male","native","no",NA,NA,41099,"high-school"
9623,"male","native","no",40,"private",128272,"bachelor"
9624,"female","native","no",NA,NA,9289,"high-school"
9625,"female","native","no",NA,NA,16585,"high-school"
9626,"female","native",NA,NA,NA,106478,"grade-school"
9627,"male","native","no",40,"private",61037,"high-school"
9628,"male","native","no",NA,NA,8231,"grade-school"
9629,"male","native","yes",50,"private",139995,"bachelor"
9630,"male","native",NA,NA,NA,124716,"grade-school"
9631,"female","native",NA,NA,NA,98292,"grade-school"
9632,"female","native","no",5,"private",1639,"bachelor"
9633,"male","native",NA,NA,NA,1393,"grade-school"
9634,"female","native","no",NA,NA,53669,"high-school"
9635,"female","native","no",40,"private",75290,"high-school"
9636,"female","native","no",NA,"private",27295,"grade-school"
9637,"male","native",NA,NA,NA,25735,"grade-school"
9638,"male","native","no",40,"public",219734,"high-school"
9639,"male","native",NA,NA,NA,30617,"grade-school"
9640,"male","native","no",45,"private",72493,"bachelor"
9641,"female","native","no",NA,NA,38081,"high-school"
9642,"male","native","no",30,"private",68339,"high-school"
9643,"female","native",NA,NA,NA,75026,"grade-school"
9644,"male","foreign","no",NA,NA,87635,"doctor"
9645,"female","foreign","no",20,"private",68804,"master"
9646,"male","foreign","no",NA,NA,59690,"grade-school"
9647,"male","foreign","no",40,"private",125543,"bachelor"
9648,"female","native","no",40,"public",31981,"high-school"
9649,"male","native","no",55,"private",84815,"master"
9650,"female","foreign","no",15,"public",77342,"high-school"
9651,"male","native","no",40,"private",36782,"high-school"
9652,"male","native",NA,NA,NA,76619,"grade-school"
9653,"female","native","no",NA,NA,48607,"grade-school"
9654,"female","native",NA,NA,NA,91131,"grade-school"
9655,"female","native",NA,NA,NA,46049,"grade-school"
9656,"male","native","no",40,"private",104447,"high-school"
9657,"male","foreign","no",NA,NA,50590,"high-school"
9658,"male","native","no",40,"public",59007,"high-school"
9659,"female","native",NA,NA,NA,58594,"grade-school"
9660,"female","native","no",NA,NA,27549,"high-school"
9661,"female","foreign","no",44,"private",101229,"high-school"
9662,"male","native","no",NA,NA,45915,"bachelor"
9663,"female","native","no",40,"private",39519,"high-school"
9664,"female","native","no",43,"private",112916,"high-school"
9665,"male","native","no",NA,NA,35999,"grade-school"
9666,"female","native","no",45,"private",239086,"bachelor"
9667,"female","native","no",NA,"charity",8678,"high-school"
9668,"male","native","no",40,"private",36638,"grade-school"
9669,"male","native","no",NA,NA,58143,"high-school"
